Indicador;Sexo, grupo de edad y nivel de estudios;periodo;Total
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2016-3T hasta 2017-2T;101,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2016-2T hasta 2017-1T;99,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2016-1T hasta 2016-4T;96,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2015-4T hasta 2016-3T;93,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2015-3T hasta 2016-2T;91,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2015-2T hasta 2016-1T;91,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2015-1T hasta 2015-4T;92,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2014-4T hasta 2015-3T;95,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2014-3T hasta 2015-2T;96,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2014-2T hasta 2015-1T;95,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2014-1T hasta 2014-4T;95,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2013-4T hasta 2014-3T;91,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2013-3T hasta 2014-2T;86,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2013-2T hasta 2014-1T;81,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2013-1T hasta 2013-4T;77,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2012-4T hasta 2013-3T;74,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2012-3T hasta 2013-2T;73,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2012-2T hasta 2013-1T;71,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2012-1T hasta 2012-4T;69,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2011-4T hasta 2012-3T;66,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2011-3T hasta 2012-2T;65,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2011-2T hasta 2012-1T;62,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);Educación superior o equivalente;De 2011-1T hasta 2011-4T;61,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2025-1T hasta 2025-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-4T hasta 2025-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-3T hasta 2025-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-2T hasta 2025-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2024-1T hasta 2024-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-4T hasta 2024-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-3T hasta 2024-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-2T hasta 2024-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2023-1T hasta 2023-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-4T hasta 2023-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-3T hasta 2023-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-2T hasta 2023-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2022-1T hasta 2022-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-4T hasta 2022-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-3T hasta 2022-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-2T hasta 2022-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2021-1T hasta 2021-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-4T hasta 2021-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-3T hasta 2021-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-2T hasta 2021-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2020-1T hasta 2020-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-4T hasta 2020-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-3T hasta 2020-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-2T hasta 2020-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2019-1T hasta 2019-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-4T hasta 2019-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-3T hasta 2019-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-2T hasta 2019-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2018-1T hasta 2018-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-4T hasta 2018-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-3T hasta 2018-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-2T hasta 2018-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2017-1T hasta 2017-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-4T hasta 2017-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-3T hasta 2017-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-2T hasta 2017-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2016-1T hasta 2016-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-4T hasta 2016-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-3T hasta 2016-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-2T hasta 2016-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2015-1T hasta 2015-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-4T hasta 2015-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-3T hasta 2015-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-2T hasta 2015-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2014-1T hasta 2014-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-4T hasta 2014-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-3T hasta 2014-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-2T hasta 2014-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2013-1T hasta 2013-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-4T hasta 2013-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-3T hasta 2013-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-2T hasta 2013-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2012-1T hasta 2012-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-4T hasta 2012-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-3T hasta 2012-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-2T hasta 2012-1T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;TOTAL;De 2011-1T hasta 2011-4T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2025-1T hasta 2025-4T;1,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2024-4T hasta 2025-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2024-3T hasta 2025-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2024-2T hasta 2025-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2024-1T hasta 2024-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2023-4T hasta 2024-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2023-3T hasta 2024-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2023-2T hasta 2024-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2023-1T hasta 2023-4T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2022-4T hasta 2023-3T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2022-3T hasta 2023-2T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2022-2T hasta 2023-1T;1,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2022-1T hasta 2022-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2021-4T hasta 2022-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2021-3T hasta 2022-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2021-2T hasta 2022-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2021-1T hasta 2021-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2020-4T hasta 2021-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2020-3T hasta 2021-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2020-2T hasta 2021-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2020-1T hasta 2020-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2019-4T hasta 2020-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2019-3T hasta 2020-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2019-2T hasta 2020-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2019-1T hasta 2019-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2018-4T hasta 2019-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2018-3T hasta 2019-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2018-2T hasta 2019-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2018-1T hasta 2018-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2017-4T hasta 2018-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2017-3T hasta 2018-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2017-2T hasta 2018-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2017-1T hasta 2017-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2016-4T hasta 2017-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2016-3T hasta 2017-2T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2016-2T hasta 2017-1T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2016-1T hasta 2016-4T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2015-4T hasta 2016-3T;1,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2015-3T hasta 2016-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2015-2T hasta 2016-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2015-1T hasta 2015-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2014-4T hasta 2015-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2014-3T hasta 2015-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2014-2T hasta 2015-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2014-1T hasta 2014-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2013-4T hasta 2014-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2013-3T hasta 2014-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2013-2T hasta 2014-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2013-1T hasta 2013-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2012-4T hasta 2013-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2012-3T hasta 2013-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2012-2T hasta 2013-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2012-1T hasta 2012-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2011-4T hasta 2012-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2011-3T hasta 2012-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2011-2T hasta 2012-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Hombres;De 2011-1T hasta 2011-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2025-1T hasta 2025-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2024-4T hasta 2025-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2024-3T hasta 2025-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2024-2T hasta 2025-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2024-1T hasta 2024-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2023-4T hasta 2024-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2023-3T hasta 2024-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2023-2T hasta 2024-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2023-1T hasta 2023-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2022-4T hasta 2023-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2022-3T hasta 2023-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2022-2T hasta 2023-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2022-1T hasta 2022-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2021-4T hasta 2022-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2021-3T hasta 2022-2T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2021-2T hasta 2022-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2021-1T hasta 2021-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2020-4T hasta 2021-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2020-3T hasta 2021-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2020-2T hasta 2021-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2020-1T hasta 2020-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2019-4T hasta 2020-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2019-3T hasta 2020-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2019-2T hasta 2020-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2019-1T hasta 2019-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2018-4T hasta 2019-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2018-3T hasta 2019-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2018-2T hasta 2019-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2018-1T hasta 2018-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2017-4T hasta 2018-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2017-3T hasta 2018-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2017-2T hasta 2018-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2017-1T hasta 2017-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2016-4T hasta 2017-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2016-3T hasta 2017-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2016-2T hasta 2017-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2016-1T hasta 2016-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2015-4T hasta 2016-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2015-3T hasta 2016-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2015-2T hasta 2016-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2015-1T hasta 2015-4T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2014-4T hasta 2015-3T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2014-3T hasta 2015-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2014-2T hasta 2015-1T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2014-1T hasta 2014-4T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2013-4T hasta 2014-3T;1,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2013-3T hasta 2014-2T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2013-2T hasta 2014-1T;1,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2013-1T hasta 2013-4T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2012-4T hasta 2013-3T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2012-3T hasta 2013-2T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2012-2T hasta 2013-1T;0,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2012-1T hasta 2012-4T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2011-4T hasta 2012-3T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2011-3T hasta 2012-2T;0,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2011-2T hasta 2012-1T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;Mujeres;De 2011-1T hasta 2011-4T;0,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2025-1T hasta 2025-4T;5,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2024-4T hasta 2025-3T;5,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2024-3T hasta 2025-2T;5,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2024-2T hasta 2025-1T;5,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2024-1T hasta 2024-4T;5,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2023-4T hasta 2024-3T;5,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2023-3T hasta 2024-2T;5,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2023-2T hasta 2024-1T;5,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2023-1T hasta 2023-4T;5,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2022-4T hasta 2023-3T;5,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2022-3T hasta 2023-2T;5,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2022-2T hasta 2023-1T;5,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2022-1T hasta 2022-4T;4,6
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2021-4T hasta 2022-3T;4,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2021-3T hasta 2022-2T;4,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2021-2T hasta 2022-1T;4,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2021-1T hasta 2021-4T;3,8
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2020-4T hasta 2021-3T;3,7
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2020-3T hasta 2021-2T;3,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2020-2T hasta 2021-1T;3,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2020-1T hasta 2020-4T;3,5
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2019-4T hasta 2020-3T;3,9
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2019-3T hasta 2020-2T;4,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2019-2T hasta 2020-1T;4,1
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2019-1T hasta 2019-4T;4,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2018-4T hasta 2019-3T;4,2
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2018-3T hasta 2019-2T;4,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2018-2T hasta 2019-1T;4,4
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2018-1T hasta 2018-4T;4,3
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2017-4T hasta 2018-3T;4,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2017-3T hasta 2018-2T;4,0
EMPLEO VINCULADO AL DEPORTE: En porcentaje del total de empleo;De 16 a 24 años;De 2017-2T hasta 2018-1T;4,2
